customer_id,name,email,age,gender,country,registration_date,last_purchase_date,total_purchases,total_spend,avg_order_value,days_since_last_purchase,favorite_category,email_clicks,email_opens,support_tickets,returns_count,has_premium,referral_count,cluster,cluster_distance
C0186,Jessica Martin,N/A,-1,M,UNKNOWN,2021-08-10,2025-10-20,58,28095.56,365.67,796,Other,8,732,0,25,1,14,2,5.382
C0187,Jessica Martin,,159,N/A,,2025-07-14,2024-12-31,0,0.0,0.0,366,Other,463,748,39,0,1,0,0,4.1997
C0188,Linda Wilson,invalid.email,-1,N/A,Canada,2021-09-15,2025-10-03,-1,0.0,0.0,90,Other,156,695,6,5,Yes,15,0,3.5406
C0189,James Johnson,invalid.email,-1,Male,Brazil,2021-10-12,2025-01-21,48,1802271.07,37547.31,345,Food,95,272,24,25,False,-2,0,3.2808
C0190,UNKNOWN,user190@test.com,-1,Female,Germany,2022-12-26,2025-02-27,-7,0.0,0.0,308,Home,485,0,8,10,True,8,0,3.63
C0191,Susan White,,-1,Male,UK,2021-06-28,2025-04-17,6340,0.0,0.0,259,Toys,0,594,25,2369,Yes,0,1,4.1995
C0192,Richard Jackson,,-1,Female,Spain,2023-08-14,,7852,0.0,0.0,-1,Home,273,0,31,8010,Yes,11,1,3.9566
C0193,   ,noemail,-1,Male,Australia,9999-99-99,2025-03-17,4,0.0,0.0,290,Home,112,87,40,-1,False,15,0,3.5857
C0194,John Smith,noemail,253,X,Brazil,9999-99-99,2025-05-17,0,0.0,0.0,229,,396,696,19,0,0,0,0,4.6098
C0195,Maria Garcia,user@,0,N/A,,2026-05-13,2025-09-21,0,0.0,0.0,102,Other,371,323,15,8,no,-1,0,4.3179
C0196,Joseph Harris,N/A,0,N/A,France,2022-01-21,2025-10-28,-3,0.0,0.0,65,Fashion,47,503,11,8,True,18,2,3.4477
C0197,Robert Jones,noemail,46,N/A,Germany,2022-05-18,2025-01-04,0,0.0,0.0,362,Sports,123,375,0,0,False,11,0,2.9187
C0198,Karen Clark,noemail,-1,Other,,2023-09-03,,3072,1312201.76,427.15,-1,Food,73,119,0,3309,1,11,0,4.0309
C0199,Robert Jones,N/A,225,N/A,Australia,2021-05-31,2024-12-13,14,2350.31,167.88,384,Beauty,103,780,-1,-3,0,18,0,4.7105
C0200,James Johnson,noemail,-1,N/A,USA,2021-08-09,2025-05-17,5663,0.0,0.0,229,Toys,0,820,25,6781,False,16,1,4.26
